"OBJECTNAME","RNCNAME","RNCDESCRIPTION","WBTSNAME","BTSADDITIONALINFO","CELLNAME","CID","LAC","RAC","SAC","PRISCRCODE","UARFCN","URAID","RNCID","WBTSID","WCELID","OMCNAME","DATEADDED","BTSNAMEALT"
"PLMN-PLMN/RNC-417/WBTS-186/WCEL-4","RCTCR1N","","AGTB10","","AGTB10D","","","","","","","","417","186","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-128/WCEL-4","RCTCR1N","","AGTB11","","AGTB11D","","","","","","","","417","128","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-128/WCEL-5","RCTCR1N","","AGTB11","","AGTB11E","","","","","","","","417","128","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-206/WCEL-7","RCTCR1N","","AGTB13","","AGTB13G","","","","","","","","417","206","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-419/WCEL-4","RCTCR1N","","AGTB14","","AGTB14D","","","","","","","","417","419","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-419/WCEL-9","RCTCR1N","","AGTB14","","AGTB14I","","","","","","","","417","419","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-468/WCEL-4","RCTCR1N","","AGTB16","","AGTB16D","","","","","","","","417","468","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-468/WCEL-8","RCTCR1N","","AGTB16","","AGTB16H","","","","","","","","417","468","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-468/WCEL-9","RCTCR1N","","AGTB16","","AGTB16I","","","","","","","","417","468","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-713/WCEL-4","RCTCR1N","","AGCP41","","AGCP41D","","","","","","","","417","713","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-732/WCEL-1","RCTCR1N","","AGCP42","","AGCP42A","","","","","","","","417","732","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-732/WCEL-9","RCTCR1N","","AGCP42","","AGCP42I","","","","","","","","417","732","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-762/WCEL-5","RCTCR1N","","AGCP43","","AGCP43E","","","","","","","","417","762","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-27/WCEL-4","RCTCR1N","","AGCT01","","AGCT01D","","","","","","","","417","27","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-107/WCEL-6","RCTCR1N","","AGCT05","","AGCT05F","","","","","","","","417","107","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-104/WCEL-8","RCTCR1N","","AGCT06","","AGCT06H","","","","","","","","417","104","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-291/WCEL-9","RCTCR1N","","AGCT08","","AGCT08I","","","","","","","","417","291","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-478/WCEL-5","RCTCR1N","","AGCT09","","AGCT09E","","","","","","","","417","478","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-282/WCEL-4","RCTCR1N","","AGCT12","","AGCT12D","","","","","","","","417","282","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-282/WCEL-5","RCTCR1N","","AGCT12","","AGCT12E","","","","","","","","417","282","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-293/WCEL-6","RCTCR1N","","AGCT16","","AGCT16F","","","","","","","","417","293","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-293/WCEL-7","RCTCR1N","","AGCT16","","AGCT16G","","","","","","","","417","293","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-406/WCEL-8","RCTCR1N","","AGCT17","","AGCT17H","","","","","","","","417","406","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-407/WCEL-7","RCTCR1N","","AGCT18","","AGCT18G","","","","","","","","417","407","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-294/WCEL-6","RCTCR1N","","AGCT19","","AGCT19F","","","","","","","","417","294","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-294/WCEL-7","RCTCR1N","","AGCT19","","AGCT19G","","","","","","","","417","294","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-412/WCEL-5","RCTCR1N","","AGCT21","","AGCT21E","","","","","","","","417","412","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-126/WCEL-6","RCTCR1N","","AGCT23","","AGCT23F","","","","","","","","417","126","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-405/WCEL-9","RCTCR1N","","AGCT26","","AGCT26I","","","","","","","","417","405","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-710/WCEL-2","RCTCR1N","","AGCT29","","AGCT29B","","","","","","","","417","710","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-710/WCEL-7","RCTCR1N","","AGCT29","","AGCT29G","","","","","","","","417","710","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-409/WCEL-6","RCTCR1N","","AGCT30","","AGCT30F","","","","","","","","417","409","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-409/WCEL-8","RCTCR1N","","AGCT30","","AGCT30H","","","","","","","","417","409","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-701/WCEL-5","RCTCR1N","","AGCT34","","AGCT34E","","","","","","","","417","701","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-706/WCEL-8","RCTCR1N","","AGCT35","","AGCT35H","","","","","","","","417","706","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-707/WCEL-1","RCTCR1N","","AGCT36","","AGCT36A","","","","","","","","417","707","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-20/WCEL-4","RCTCR1N","","AGLX01","","AGLX01D","","","","","","","","417","20","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-8/WCEL-3","RCTCR1N","","AGLX04","","AGLX04C","","","","","","","","417","8","3","",31-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-8/WCEL-8","RCTCR1N","","AGLX04","","AGLX04H","","","","","","","","417","8","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-87/WCEL-1","RCTCR1N","","AGLX05","","AGLX05A","","","","","","","","417","87","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-87/WCEL-2","RCTCR1N","","AGLX05","","AGLX05B","","","","","","","","417","87","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-87/WCEL-4","RCTCR1N","","AGLX05","","AGLX05D","","","","","","","","417","87","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-87/WCEL-7","RCTCR1N","","AGLX05","","AGLX05G","","","","","","","","417","87","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-87/WCEL-9","RCTCR1N","","AGLX05","","AGLX05I","","","","","","","","417","87","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-85/WCEL-4","RCTCR1N","","AGLX06","","AGLX06D","","","","","","","","417","85","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-85/WCEL-6","RCTCR1N","","AGLX06","","AGLX06F","","","","","","","","417","85","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-85/WCEL-8","RCTCR1N","","AGLX06","","AGLX06H","","","","","","","","417","85","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-85/WCEL-9","RCTCR1N","","AGLX06","","AGLX06I","","","","","","","","417","85","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-15/WCEL-2","RCTCR1N","","AGLX07","","AGLX07B","","","","","","","","417","15","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-15/WCEL-8","RCTCR1N","","AGLX07","","AGLX07H","","","","","","","","417","15","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-25/WCEL-2","RCTCR1N","","AGLX08","","AGLX08B","","","","","","","","417","25","2","",25-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-25/WCEL-3","RCTCR1N","","AGLX08","","AGLX08C","","","","","","","","417","25","3","",25-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-25/WCEL-8","RCTCR1N","","AGLX08","","AGLX08H","","","","","","","","417","25","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-17/WCEL-5","RCTCR1N","","AGLX10","","AGLX10E","","","","","","","","417","17","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-14/WCEL-4","RCTCR1N","","AGLX11","","AGLX11D","","","","","","","","417","14","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-14/WCEL-7","RCTCR1N","","AGLX11","","AGLX11G","","","","","","","","417","14","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-202/WCEL-5","RCTCR1N","","AGLX12","","AGLX12E","","","","","","","","417","202","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-184/WCEL-7","RCTCR1N","","AGLX16","","AGLX16G","","","","","","","","417","184","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-300/WCEL-9","RCTCR1N","","AGLX17","","AGLX17I","","","","","","","","417","300","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-301/WCEL-3","RCTCR1N","","AGLX18","","AGLX18C","","","","","","","","417","301","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-302/WCEL-6","RCTCR1N","","AGLX20","","AGLX20F","","","","","","","","417","302","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-302/WCEL-8","RCTCR1N","","AGLX20","","AGLX20H","","","","","","","","417","302","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-84/WCEL-9","RCTCR1N","","AGLX21","","AGLX21I","","","","","","","","417","84","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-61/WCEL-4","RCTCR1N","","AGLX23","","AGLX23D","","","","","","","","417","61","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-61/WCEL-5","RCTCR1N","","AGLX23","","AGLX23E","","","","","","","","417","61","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-1/WCEL-9","RCTCR1N","","AGLX24","","AGLX24I","","","","","","","","417","1","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-20/WCEL-2","RDNCL7N","","KHCL21","","KHCL21B","","","","","","","","337","20","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-21/WCEL-1","RDNCL7N","","KHCL22","","KHCL22A","","","","","","","","337","21","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-344/WCEL-2","RDNCL7N","","KHCL33","","KHCL33B","","","","","","","","337","344","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-401/WCEL-2","RDNCL7N","","KHCL37","","KHCL37B","","","","","","","","337","401","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-409/WCEL-1","RDNCL7N","","KHCL45","","KHCL45A","","","","","","","","337","409","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-410/WCEL-3","RDNCL7N","","KHCL46","","KHCL46C","","","","","","","","337","410","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-418/WCEL-1","RDNCL7N","","KHCL56","","KHCL56A","","","","","","","","337","418","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-419/WCEL-2","RDNCL7N","","KHCL57","","KHCL57B","","","","","","","","337","419","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-488/WCEL-1","RDNCL7N","","KHCL60","","KHCL60A","","","","","","","","337","488","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-137/WCEL-1","RDNCL7N","","KHCL62","","KHCL62A","","","","","","","","337","137","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-147/WCEL-3","RDNCL7N","","KHCL65","","KHCL65C","","","","","","","","337","147","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-148/WCEL-2","RDNCL7N","","KHCL66","","KHCL66B","","","","","","","","337","148","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-114/WCEL-16","RCTCR1N","","AGCP06","","AGCP06P","","","","","","","","417","114","16","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-385/WCEL-7","RCTCR1N","","AGCP07","","AGCP07G","","","","","","","","417","385","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-385/WCEL-8","RCTCR1N","","AGCP07","","AGCP07H","","","","","","","","417","385","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-36/WCEL-4","RCTCR1N","","AGCP08","","AGCP08D","","","","","","","","417","36","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-36/WCEL-6","RCTCR1N","","AGCP08","","AGCP08F","","","","","","","","417","36","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-476/WCEL-5","RCTCR1N","","AGCP09","","AGCP09E","","","","","","","","417","476","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-285/WCEL-4","RCTCR1N","","AGCP10","","AGCP10D","","","","","","","","417","285","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-390/WCEL-5","RCTCR1N","","AGCP11","","AGCP11E","","","","","","","","417","390","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-37/WCEL-8","RCTCR1N","","AGCP12","","AGCP12H","","","","","","","","417","37","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-286/WCEL-8","RCTCR1N","","AGCP14","","AGCP14H","","","","","","","","417","286","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-286/WCEL-16","RCTCR1N","","AGCP14","","AGCP14P","","","","","","","","417","286","16","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-532/WCEL-9","RCTCR1N","","AGCP15","","AGCP15I","","","","","","","","417","532","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-183/WCEL-6","RCTCR1N","","AGCP16","","AGCP16F","","","","","","","","417","183","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-354/WCEL-4","RCTCR1N","","AGCP17","","AGCP17D","","","","","","","","417","354","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-288/WCEL-8","RCTCR1N","","AGCP19","","AGCP19H","","","","","","","","417","288","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-289/WCEL-9","RCTCR1N","","AGCP20","","AGCP20I","","","","","","","","417","289","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-83/WCEL-3","RCTCR1N","","AGCP21","","AGCP21C","","","","","","","","417","83","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-733/WCEL-1","RCTCR1N","","AGCP22","","AGCP22A","","","","","","","","417","733","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-733/WCEL-9","RCTCR1N","","AGCP22","","AGCP22I","","","","","","","","417","733","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-477/WCEL-6","RCTCR1N","","AGCP23","","AGCP23F","","","","","","","","417","477","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-246/WCEL-7","RCTCR1N","","AGCP29","","AGCP29G","","","","","","","","417","246","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-246/WCEL-9","RCTCR1N","","AGCP29","","AGCP29I","","","","","","","","417","246","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-505/WCEL-7","RCTCR1N","","AGCP32","","AGCP32G","","","","","","","","417","505","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-506/WCEL-4","RCTCR1N","","AGCP34","","AGCP34D","","","","","","","","417","506","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-506/WCEL-9","RCTCR1N","","AGCP34","","AGCP34I","","","","","","","","417","506","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-510/WCEL-5","RCTCR1N","","AGCP36","","AGCP36E","","","","","","","","417","510","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-554/WCEL-8","RCTCR1N","","AGCP38","","AGCP38H","","","","","","","","417","554","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-30/WCEL-7","RCTCR1N","","AGAP01","","AGAP01G","","","","","","","","417","30","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-95/WCEL-9","RCTCR1N","","AGAP02","","AGAP02I","","","","","","","","417","95","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-389/WCEL-8","RCTCR1N","","AGAP03","","AGAP03H","","","","","","","","417","389","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-391/WCEL-8","RCTCR1N","","AGAP04","","AGAP04H","","","","","","","","417","391","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-387/WCEL-5","RCTCR1N","","AGAP05","","AGAP05E","","","","","","","","417","387","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-72/WCEL-5","RCTCR1N","","AGAP08","","AGAP08E","","","","","","","","417","72","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-72/WCEL-16","RCTCR1N","","AGAP08","","AGAP08P","","","","","","","","417","72","16","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-388/WCEL-6","RCTCR1N","","AGAP09","","AGAP09F","","","","","","","","417","388","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-392/WCEL-8","RCTCR1N","","AGAP12","","AGAP12H","","","","","","","","417","392","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-394/WCEL-9","RCTCR1N","","AGAP14","","AGAP14I","","","","","","","","417","394","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-395/WCEL-4","RCTCR1N","","AGAP15","","AGAP15D","","","","","","","","417","395","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-121/WCEL-7","RCTCR1N","","AGAP17","","AGAP17G","","","","","","","","417","121","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-256/WCEL-6","RCTCR1N","","AGAP21","","AGAP21F","","","","","","","","417","256","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-256/WCEL-8","RCTCR1N","","AGAP21","","AGAP21H","","","","","","","","417","256","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-753/WCEL-4","RCTCR1N","","AGAP24","","AGAP24D","","","","","","","","417","753","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-245/WCEL-9","RCTCR1N","","AGAP27","","AGAP27I","","","","","","","","417","245","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-499/WCEL-9","RCTCR1N","","AGAP28","","AGAP28I","","","","","","","","417","499","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-500/WCEL-8","RCTCR1N","","AGAP29","","AGAP29H","","","","","","","","417","500","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-760/WCEL-5","RCTCR1N","","AGAP31","","AGAP31E","","","","","","","","417","760","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-6/WCEL-7","RCTCR1N","","AGCD01","","AGCD01G","","","","","","","","417","6","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-257/WCEL-6","RCTCR1N","","AGCD03","","AGCD03F","","","","","","","","417","257","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-111/WCEL-3","RCTCR1N","","AGCD04","","AGCD04C","","","","","","","","417","111","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-111/WCEL-4","RCTCR1N","","AGCD04","","AGCD04D","","","","","","","","417","111","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-23/WCEL-7","RCTCR1N","","AGCD06","","AGCD06G","","","","","","","","417","23","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-10/WCEL-4","RCTCR1N","","AGCD07","","AGCD07D","","","","","","","","417","10","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-7/WCEL-9","RCTCR1N","","AGCD08","","AGCD08I","","","","","","","","417","7","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-474/WCEL-7","RCTCR1N","","AGCD11","","AGCD11G","","","","","","","","417","474","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-109/WCEL-8","RCTCR1N","","AGCD12","","AGCD12H","","","","","","","","417","109","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-109/WCEL-9","RCTCR1N","","AGCD12","","AGCD12I","","","","","","","","417","109","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-57/WCEL-7","RCTCR1N","","AGCD13","","AGCD13G","","","","","","","","417","57","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-57/WCEL-9","RCTCR1N","","AGCD13","","AGCD13I","","","","","","","","417","57","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-19/WCEL-6","RCTCR1N","","AGCD14","","AGCD14F","","","","","","","","417","19","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-19/WCEL-8","RCTCR1N","","AGCD14","","AGCD14H","","","","","","","","417","19","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-102/WCEL-2","RCTCR1N","","AGCD16","","AGCD16B","","","","","","","","417","102","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-175/WCEL-8","RCTCR1N","","AGCD17","","AGCD17H","","","","","","","","417","175","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-176/WCEL-5","RCTCR1N","","AGCD18","","AGCD18E","","","","","","","","417","176","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-176/WCEL-8","RCTCR1N","","AGCD18","","AGCD18H","","","","","","","","417","176","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-717/WCEL-3","RCTCR1N","","AGCD20","","AGCD20C","","","","","","","","417","717","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-717/WCEL-16","RCTCR1N","","AGCD20","","AGCD20P","","","","","","","","417","717","16","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-260/WCEL-6","RCTCR1N","","AGCD21","","AGCD21F","","","","","","","","417","260","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-261/WCEL-5","RCTCR1N","","AGCD22","","AGCD22E","","","","","","","","417","261","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-261/WCEL-9","RCTCR1N","","AGCD22","","AGCD22I","","","","","","","","417","261","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-177/WCEL-4","RCTCR1N","","AGCD23","","AGCD23D","","","","","","","","417","177","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-263/WCEL-5","RCTCR1N","","AGCD25","","AGCD25E","","","","","","","","417","263","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-264/WCEL-6","RCTCR1N","","AGCD26","","AGCD26F","","","","","","","","417","264","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-265/WCEL-5","RCTCR1N","","AGCD27","","AGCD27E","","","","","","","","417","265","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-265/WCEL-7","RCTCR1N","","AGCD27","","AGCD27G","","","","","","","","417","265","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-265/WCEL-8","RCTCR1N","","AGCD27","","AGCD27H","","","","","","","","417","265","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-502/WCEL-8","RCTCR1N","","AGCD32","","AGCD32H","","","","","","","","417","502","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-46/WCEL-2","RCTCR1N","","AGCD34","","AGCD34B","","","","","","","","417","46","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-46/WCEL-9","RCTCR1N","","AGCD34","","AGCD34I","","","","","","","","417","46","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-555/WCEL-2","RCTCR1N","","AGCD35","","AGCD35B","","","","","","","","417","555","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-555/WCEL-8","RCTCR1N","","AGCD35","","AGCD35H","","","","","","","","417","555","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-2/WCEL-7","RCTCR1N","","AGLX26","","AGLX26G","","","","","","","","417","2","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-2/WCEL-9","RCTCR1N","","AGLX26","","AGLX26I","","","","","","","","417","2","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-16/WCEL-9","RCTCR1N","","AGLX28","","AGLX28I","","","","","","","","417","16","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-303/WCEL-5","RCTCR1N","","AGLX29","","AGLX29E","","","","","","","","417","303","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-303/WCEL-7","RCTCR1N","","AGLX29","","AGLX29G","","","","","","","","417","303","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-381/WCEL-8","RCTCR1N","","AGLX30","","AGLX30H","","","","","","","","417","381","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-304/WCEL-4","RCTCR1N","","AGLX31","","AGLX31D","","","","","","","","417","304","4","",08-JAN-24 00:00:00,""
