"OBJECTNAME","RNCNAME","RNCDESCRIPTION","WBTSNAME","BTSADDITIONALINFO","CELLNAME","CID","LAC","RAC","SAC","PRISCRCODE","UARFCN","URAID","RNCID","WBTSID","WCELID","OMCNAME","DATEADDED","BTSNAMEALT"
"PLMN-PLMN/RNC-337/WBTS-84/WCEL-6","RDNCL7N","","KHDK06","","KHDK06F","","","","","","","","337","84","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-93/WCEL-5","RDNCL7N","","KHDK15","","KHDK15E","","","","","","","","337","93","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-96/WCEL-4","RDNCL7N","","KHDK18","","KHDK18D","","","","","","","","337","96","4","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-101/WCEL-4","RDNCL7N","","KHDK23","","KHDK23D","","","","","","","","337","101","4","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-305/WCEL-6","RDNCL7N","","KHDK33","","KHDK33F","","","","","","","","337","305","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-325/WCEL-5","RDNCL7N","","KHDK35","","KHDK35E","","","","","","","","337","325","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-432/WCEL-6","RDNCL7N","","KHDK39","","KHDK39F","","","","","","","","337","432","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-433/WCEL-6","RDNCL7N","","KHDK40","","KHDK40F","","","","","","","","337","433","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-438/WCEL-4","RDNCL7N","","KHDK45","","KHDK45D","","","","","","","","337","438","4","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-441/WCEL-5","RDNCL7N","","KHDK48","","KHDK48E","","","","","","","","337","441","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-485/WCEL-5","RDNCL7N","","KHDK54","","KHDK54E","","","","","","","","337","485","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-496/WCEL-2","RDNCL7N","","KHDK58","","KHDK58B","","","","","","","","337","496","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-334/WBTS-523/WCEL-12","RDNCL6N","","DGTD16","","DGTD16Y","","","","","","","","334","523","12","",01-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-334/WBTS-693/WCEL-11","RDNCL6N","","DGTD21","","DGTD21X","","","","","","","","334","693","11","",01-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-334/WBTS-228/WCEL-12","RDNCL6N","","DGTD29","","DGTD29Y","","","","","","","","334","228","12","",01-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-334/WBTS-146/WCEL-11","RDNCL6N","","DGTD30","","DGTD30X","","","","","","","","334","146","11","",27-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-334/WBTS-430/WCEL-2","RDNCL6N","","DGCJ09","","DGCJ09B","","","","","","","","334","430","2","",21-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-334/WBTS-430/WCEL-5","RDNCL6N","","DGCJ09","","DGCJ09E","","","","","","","","334","430","5","",01-DEC-22 09:02:17,""
"PLMN-PLMN/RNC-334/WBTS-257/WCEL-2","RDNCL6N","","DGCJ11","","DGCJ11B","","","","","","","","334","257","2","",21-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-334/WBTS-259/WCEL-1","RDNCL6N","","DGCJ13","","DGCJ13A","","","","","","","","334","259","1","",21-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-334/WBTS-482/WCEL-13","RDNCL6N","","DGCJ14","","DGCJ14Z","","","","","","","","334","482","13","",21-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-8/WCEL-6","RVTVT3N","","VUBR08","","VUBR08F","","","","","","","","605","8","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-304/WCEL-3","RBDTM4N","","BDDA52","","BDDA52C","","","","","","","","608","304","3","",24-JAN-21 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-726/WCEL-6","RVTVT3N","","VUTT27","","VUTT27F","","","","","","","","605","726","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-399/WCEL-3","RVTVT1N","","VULD36","","VULD36C","","","","","","","","62","399","3","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-396/WCEL-6","RVTVT1N","","VUVT6D","","VUVT6DF","","","","","","","","62","396","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-180/WCEL-6","RBDTM4N","","BDDA99","","BDDA99F","","","","","","","","608","180","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-952/WCEL-8","RBDTM4N","","BDBU44","","BDBU44H","","","","","","","","608","952","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-751/WCEL-6","RVTVT3N","","VUTT60","","VUTT60F","","","","","","","","605","751","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-751/WCEL-4","RVTVT3N","","VUTT60","","VUTT60D","","","","","","","","605","751","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-135/WCEL-4","RBDTM4N","","BDTA42","","BDTA42D","","","","","","","","608","135","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-769/WCEL-2","RVTVT3N","","VUTT86","","VUTT86B","","","","","","","","605","769","2","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-385/WCEL-4","RVTVT1N","","VUVT8C","","VUVT8CD","","","","","","","","62","385","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-373/WCEL-6","RVTVT1N","","VUVT1D","","VUVT1DF","","","","","","","","62","373","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-406/WCEL-5","RVTVT3N","","VUXM44","","VUXM44E","","","","","","","","605","406","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-63/WCEL-5","RBDTM4N","","BDTM19","","BDTM19E","","","","","","","","608","63","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-290/WCEL-4","RVTVT3N","","VUXM02","","VUXM02D","","","","","","","","605","290","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-577/WCEL-3","RBDTM4N","","BDTA96","","BDTA96C","","","","","","","","608","577","3","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-145/WCEL-6","RBDTM1N","","BDTU08","","BDTU08F","","","","","","","","63","145","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-131/WCEL-5","RBDTM1N","","BDTUA7","","BDTUA7E","","","","","","","","63","131","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-263/WCEL-4","RBDTM4N","","BDTM74","","BDTM74D","","","","","","","","608","263","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-283/WCEL-6","RCTCR7N","","CTBT49","","CTBT49F","","","","","","","","413","283","6","",22-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-809/WCEL-5","RCTCR7N","","CTBT80","","CTBT80E","","","","","","","","413","809","5","",24-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-769/WCEL-4","RCTCR7N","","CTTN55","","CTTN55D","","","","","","","","413","769","4","",15-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-251/WCEL-5","RCTCR7N","","CTNK06","","CTNK06E","","","","","","","","413","251","5","",24-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-249/WCEL-5","RCTCR7N","","CTCR29","","CTCR29E","","","","","","","","413","249","5","",29-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-763/WCEL-6","RCTCR7N","","CTTL45","","CTTL45F","","","","","","","","413","763","6","",15-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-762/WCEL-2","RCTCR7N","","CTTL44","","CTTL44B","","","","","","","","413","762","2","",30-SEP-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-760/WCEL-5","RCTCR7N","","CTOM66","","CTOM66E","","","","","","","","413","760","5","",15-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-572/WCEL-4","RCTCR7N","","CTBT35","","CTBT35D","","","","","","","","413","572","4","",29-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-738/WCEL-9","RCTCR7N","","CTNKA1","","CTNKA1J","","","","","","","","413","738","9","",30-SEP-21 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-98/WCEL-6","RTGMT3N","","TGCT45","","TGCT45F","","","","","","","","412","98","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-47/WCEL-4","RCTCR7N","","CTBT08","","CTBT08D","","","","","","","","413","47","4","",16-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-6/WCEL-5","RCTCR7N","","CTBT06","","CTBT06E","","","","","","","","413","6","5","",30-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-795/WCEL-5","RCTCR7N","","CTTL02","","CTTL02E","","","","","","","","413","795","5","",02-DEC-21 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-34/WCEL-16","RTGMT3N","","TGMT07","","TGMT07J","","","","","","","","412","34","16","",18-OCT-21 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-265/WCEL-2","RTGMT3N","","TGGD07","","TGGD07B","","","","","","","","412","265","2","",18-OCT-21 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-28/WCEL-3","RTGMT3N","","TGCL45","","TGCL45C","","","","","","","","412","28","3","",18-OCT-21 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-252/WCEL-2","RTGMT3N","","TGCL75","","TGCL75B","","","","","","","","412","252","2","",18-OCT-21 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-404/WCEL-6","RTGMT3N","","TGGD26","","TGGD26F","","","","","","","","412","404","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-663/WCEL-6","RTGMT3N","","TGCY29","","TGCY29F","","","","","","","","412","663","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-662/WCEL-1","RTGMT3N","","TGCY31","","TGCY31A","","","","","","","","412","662","1","",18-OCT-21 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-709/WCEL-4","RTGMT3N","","TGCB39","","TGCB39D","","","","","","","","412","709","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-262/WCEL-3","RCTCR8N","","TVDI05","","TVDI05C","","","","","","","","402","262","3","",06-MAY-21 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-145/WCEL-6","RTGMT3N","","TGCL14","","TGCL14F","","","","","","","","412","145","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-109/WCEL-2","RVTVT1N","","VUVT20","","VUVT20B","","","","","","","","62","109","2","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-36/WCEL-5","RVTVT1N","","VUDD00","","VUDD00E","","","","","","","","62","36","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-393/WCEL-5","RVTVT3N","","VUCD10","","VUCD10E","","","","","","","","605","393","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-221/WCEL-4","RVTVT1N","","VULD30","","VULD30D","","","","","","","","62","221","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-837/WCEL-2","RVTVT1N","","VUVTA4","","VUVTA4B","","","","","","","","62","837","2","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-851/WCEL-9","RVTVT1N","","VUVTL3","","VUVTL3I","","","","","","","","62","851","9","",19-JAN-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-943/WCEL-6","RVTVT3N","","VUBR67","","VUBR67F","","","","","","","","605","943","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-938/WCEL-5","RVTVT3N","","VUCD76","","VUCD76E","","","","","","","","605","938","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-309/WCEL-4","RVTVT1N","","VUVT2B","","VUVT2BD","","","","","","","","62","309","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-122/WCEL-3","RVTVT3N","","DNBH4A","","DNBH4AC","","","","","","","","605","122","3","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-887/WCEL-4","RVTVT1N","","VUVTIG","","VUVTIGM","","","","","","","","62","887","4","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-882/WCEL-4","RVTVT1N","","VUDD41","","VUDD41D","","","","","","","","62","882","4","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-52/WCEL-5","RVTVT1N","","VULD05","","VULD05E","","","","","","","","62","52","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-755/WCEL-1","RVLVL1N","","VLVM58","","VLVM58A","","","","","","","","411","755","1","",06-MAY-21 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-617/WCEL-6","RTNTN1N","","TYTR74","","TYTR74F","","","","","","","","600","617","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-600/WCEL-3","RTNTN1N","","TYBC10","","TYBC10C","","","","","","","","600","600","3","",25-JUL-21 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-465/WCEL-5","RVTVT3N","","VUCD64","","VUCD64E","","","","","","","","605","465","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-463/WCEL-1","RVTVT3N","","VUCD62","","VUCD62A","","","","","","","","605","463","1","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-780/WCEL-5","RVTVT3N","","VUTT90","","VUTT90E","","","","","","","","605","780","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-69/WCEL-3","RVLVL1N","","VLVL27","","VLVL27C","","","","","","","","411","69","3","",18-OCT-21 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-425/WCEL-6","RVTVT1N","","VULD37","","VULD37F","","","","","","","","62","425","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-425/WCEL-4","RVTVT1N","","VULD37","","VULD37D","","","","","","","","62","425","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-424/WCEL-6","RVTVT1N","","VUDD28","","VUDD28F","","","","","","","","62","424","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-324/WCEL-2","RBDTM1N","","BDBU37","","BDBU37B","","","","","","","","63","324","2","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-156/WCEL-6","RBDTM1N","","BDTU26","","BDTU26F","","","","","","","","63","156","6","",14-MAR-23 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-307/WCEL-1","RBDTM1N","","BDBCA3","","BDBCA3A","","","","","","","","63","307","1","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-893/WCEL-5","RBDTM1N","","BDTU33","","BDTU33E","","","","","","","","63","893","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-892/WCEL-3","RBDTM1N","","BDTU48","","BDTU48C","","","","","","","","63","892","3","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-411/WCEL-4","RBDTM1N","","BDBC53","","BDBC53D","","","","","","","","63","411","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-882/WCEL-1","RBDTM4N","","BDDA94","","BDDA94A","","","","","","","","608","882","1","",09-NOV-20 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-43/WCEL-4","RBDTM4N","","BDTA30","","BDTA30D","","","","","","","","608","43","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-875/WCEL-2","RBDTM4N","","BDDA81","","BDDA81B","","","","","","","","608","875","2","",09-NOV-20 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-1/WCEL-2","RBDTM4N","","BDDA00","","BDDA00B","","","","","","","","608","1","2","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-28/WCEL-2","RBDTM4N","","BDTA09","","BDTA09B","","","","","","","","608","28","2","",09-NOV-20 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-793/WCEL-2","RBDTM1N","","BDTU98","","BDTU98B","","","","","","","","63","793","2","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-792/WCEL-4","RBDTM1N","","BDTU75","","BDTU75D","","","","","","","","63","792","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-653/WCEL-6","RBDTM4N","","BDTAA1","","BDTAA1F","","","","","","","","608","653","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-859/WCEL-4","RBDTM4N","","BDTM91","","BDTM91D","","","","","","","","608","859","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-341/WBTS-195/WCEL-6","RDNCL1N","","QNDP02","","QNDP02F","","","","","","","","341","195","6","",30-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-587/WCEL-6","RDNCL2N","","PYPY29","","PYPY29F","","","","","","","","356","587","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-341/WBTS-47/WCEL-5","RDNCL1N","","QNML06","","QNML06E","","","","","","","","341","47","5","",30-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-341/WBTS-477/WCEL-1","RDNCL1N","","QNDP20","","QNDP20A","","","","","","","","341","477","1","",06-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-341/WBTS-373/WCEL-2","RDNCL1N","","QNMD07","","QNMD07B","","","","","","","","341","373","2","",06-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-462/WCEL-5","RDNCL4N","","BDHA10","","BDHA10E","","","","","","","","336","462","5","",03-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-943/WCEL-8","RBDTM4N","","BDTMB2","","BDTMB2H","","","","","","","","608","943","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-126/WCEL-4","RDNCL2N","","PYDX01","","PYDX01D","","","","","","","","356","126","4","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-400/WCEL-11","RDNCL2N","","PYDX13","","PYDX13X","","","","","","","","356","400","11","",20-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-341/WBTS-474/WCEL-3","RDNCL1N","","QNDP13","","QNDP13C","","","","","","","","341","474","3","",06-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-698/WCEL-2","RDNCL4N","","BDPM63","","BDPM63B","","","","","","","","336","698","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-130/WCEL-5","RDNCL2N","","PYDX05","","PYDX05E","","","","","","","","356","130","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-341/WBTS-81/WCEL-3","RDNCL1N","","QNNH12","","QNNH12C","","","","","","","","341","81","3","",06-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-341/WBTS-636/WCEL-3","RDNCL1N","","QNDP43","","QNDP43C","","","","","","","","341","636","3","",06-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-341/WBTS-201/WCEL-3","RDNCL1N","","QNTN05","","QNTN05C","","","","","","","","341","201","3","",06-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-699/WCEL-6","RDNCL4N","","BDTS46","","BDTS46F","","","","","","","","336","699","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-503/WCEL-3","RDNCL2N","","PYPH29","","PYPH29C","","","","","","","","356","503","3","",20-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-305/WCEL-6","RDNCL2N","","PYDH23","","PYDH23F","","","","","","","","356","305","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-583/WCEL-4","RDNCL2N","","PYDX31","","PYDX31D","","","","","","","","356","583","4","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-341/WBTS-799/WCEL-4","RDNCL1N","","QNML07","","QNML07D","","","","","","","","341","799","4","",30-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-341/WBTS-476/WCEL-3","RDNCL1N","","QNDP18","","QNDP18C","","","","","","","","341","476","3","",06-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-341/WBTS-664/WCEL-12","RDNCL1N","","QNTN38","","QNTN38B","","","","","","","","341","664","12","",06-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-362/WCEL-6","RDNCL4N","","BDPC07","","BDPC07F","","","","","","","","336","362","6","",03-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-943/WCEL-7","RBDTM4N","","BDTMB2","","BDTMB2G","","","","","","","","608","943","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-943/WCEL-9","RBDTM4N","","BDTMB2","","BDTMB2I","","","","","","","","608","943","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-140/WCEL-6","RDNCL2N","","PYPH04","","PYPH04F","","","","","","","","356","140","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-410/WCEL-2","RDNCL2N","","PYSC18","","PYSC18B","","","","","","","","356","410","2","",20-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-304/WCEL-5","RDNCL2N","","PYPY64","","PYPY64E","","","","","","","","356","304","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-341/WBTS-387/WCEL-1","RDNCL1N","","QNNH16","","QNNH16A","","","","","","","","341","387","1","",06-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-165/WCEL-2","RDNST13N","","QTGL05","","QTGL05B","","","","","","","","373","165","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-273/WCEL-2","RDNST13N","","QTGL07","","QTGL07B","","","","","","","","373","273","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-453/WCEL-13","RDNST13N","","QTGL12","","QTGL12Z","","","","","","","","373","453","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-454/WCEL-2","RDNST13N","","QTGL13","","QTGL13B","","","","","","","","373","454","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-658/WCEL-1","RBDTM4N","","BDDAA3","","BDDAA3A","","","","","","","","608","658","1","",09-NOV-20 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-351/WCEL-5","RCTCR1N","","AGTS27","","AGTS27E","","","","","","","","417","351","5","",30-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-457/WCEL-5","RVTVT1N","","VUVTL1","","VUVTL1E","","","","","","","","62","457","5","",13-SEP-20 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-84/WCEL-4","RBDTM4N","","BDTAI3","","BDTAI3M","","","","","","","","608","84","4","",14-MAR-23 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-238/WCEL-6","RVTVT1N","","VUVT90","","VUVT90F","","","","","","","","62","238","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-32/WCEL-6","RBDTM4N","","BDTA14","","BDTA14F","","","","","","","","608","32","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-203/WCEL-5","RVTVT1N","","VUDD21","","VUDD21E","","","","","","","","62","203","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-390/WCEL-6","RVTVT1N","","VUVT2D","","VUVT2DF","","","","","","","","62","390","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-746/WCEL-9","RVTVT3N","","VUTT53","","VUTT53I","","","","","","","","605","746","9","",25-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-817/WCEL-6","RVTVT1N","","VUVTS3","","VUVTS3T","","","","","","","","62","817","6","",17-MAR-21 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-811/WCEL-6","RVTVT1N","","VUVTSJ","","VUVTSJT","","","","","","","","62","811","6","",19-JAN-22 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-368/WCEL-7","RTNTN2N","","TYHT12","","TYHT12G","","","","","","","","609","368","7","",19-NOV-20 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-760/WCEL-1","RVTVT3N","","VUTT72","","VUTT72A","","","","","","","","605","760","1","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-113/WCEL-1","RVTVT3N","","DNBH1S","","DNBH1SA","","","","","","","","605","113","1","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-374/WCEL-14","RVTVT1N","","VUVTX2","","VUVTX2M","","","","","","","","62","374","14","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-629/WCEL-6","RBDTM4N","","BDTA1L","","BDTA1LF","","","","","","","","608","629","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-238/WCEL-5","RBDTM4N","","BDTM63","","BDTM63E","","","","","","","","608","238","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-230/WCEL-3","RBDTM4N","","BDDA54","","BDDA54C","","","","","","","","608","230","3","",09-NOV-20 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-122/WCEL-3","RVTVT1N","","VUVT33","","VUVT33C","","","","","","","","62","122","3","",17-MAR-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-591/WCEL-5","RCTCR7N","","CTVT10","","CTVT10E","","","","","","","","413","591","5","",15-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-589/WCEL-3","RCTCR7N","","CTTL19","","CTTL19C","","","","","","","","413","589","3","",30-SEP-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-282/WCEL-6","RCTCR7N","","CTTL24","","CTTL24F","","","","","","","","413","282","6","",02-DEC-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-753/WCEL-5","RCTCR7N","","CTCD43","","CTCD43E","","","","","","","","413","753","5","",15-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-58/WCEL-4","RCTCR7N","","CTNK67","","CTNK67D","","","","","","","","413","58","4","",01-DEC-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-571/WCEL-3","RCTCR7N","","CTBT23","","CTBT23C","","","","","","","","413","571","3","",30-SEP-21 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-94/WCEL-5","RTGMT3N","","TGCL58","","TGCL58E","","","","","","","","412","94","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-472/WCEL-2","RCTCR7N","","CTOM16","","CTOM16B","","","","","","","","413","472","2","",30-SEP-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-417/WCEL-2","RCTCR7N","","CTCD01","","CTCD01B","","","","","","","","413","417","2","",30-SEP-21 00:00:00,""
